compound,concentration_uM,time_h,relative_activity,evidence
Ritonavir,0.5,1.08,0.5144713632601483,noise_free_synthetic_assay
Ritonavir,0.5,1.12,0.501962045244835,noise_free_synthetic_assay
Ritonavir,0.5,1.16,0.4897568900039406,noise_free_synthetic_assay
Ritonavir,0.5,1.2,0.47784850185104716,noise_free_synthetic_assay
Ritonavir,0.5,1.24,0.4662296649250876,noise_free_synthetic_assay
Ritonavir,0.5,1.28,0.4548933388179108,noise_free_synthetic_assay
Ritonavir,0.5,1.32,0.44383265430816193,noise_free_synthetic_assay
Ritonavir,0.5,1.36,0.4330409091988935,noise_free_synthetic_assay
Ritonavir,0.5,1.4000000000000001,0.42251156425638364,noise_free_synthetic_assay
Ritonavir,0.5,1.44,0.4122382392477029,noise_free_synthetic_assay
Ritonavir,0.5,1.48,0.40221470907462564,noise_free_synthetic_assay
Ritonavir,0.5,1.52,0.39243490000154607,noise_free_synthetic_assay
Ritonavir,0.5,1.56,0.382892885975112,noise_free_synthetic_assay
Ritonavir,0.5,1.6,0.37358288503334575,noise_free_synthetic_assay
Ritonavir,0.5,1.6400000000000001,0.3644992558020774,noise_free_synthetic_assay
Ritonavir,0.5,1.68,0.35563649407656706,noise_free_synthetic_assay
Ritonavir,0.5,1.72,0.34698922948624367,noise_free_synthetic_assay
Ritonavir,0.5,1.76,0.338552222240542,noise_free_synthetic_assay
Ritonavir,0.5,1.8,0.33032035995386216,noise_free_synthetic_assay
Ritonavir,0.5,1.84,0.3222886545477321,noise_free_synthetic_assay
Ritonavir,0.5,1.8800000000000001,0.3144522392282921,noise_free_synthetic_assay
Ritonavir,0.5,1.92,0.30680636553727186,noise_free_synthetic_assay
Ritonavir,0.5,1.96,0.2993464004746733,noise_free_synthetic_assay
Ritonavir,0.5,2.0,0.29206782369141415,noise_free_synthetic_assay
Ritonavir,0.5,2.04,0.28496622475023287,noise_free_synthetic_assay
Ritonavir,0.5,2.08,0.27803730045319414,noise_free_synthetic_assay
Ritonavir,0.5,2.12,0.27127685223417536,noise_free_synthetic_assay
Ritonavir,0.5,2.16,0.26468078361475544,noise_free_synthetic_assay
Ritonavir,0.5,2.2,0.2582450977219625,noise_free_synthetic_assay
Ritonavir,0.5,2.24,0.25196589486637777,noise_free_synthetic_assay
Ritonavir,0.5,2.2800000000000002,0.2458393701791277,noise_free_synthetic_assay
Ritonavir,0.5,2.32,0.23986181130633202,noise_free_synthetic_assay
Ritonavir,0.5,2.36,0.23402959615961114,noise_free_synthetic_assay
Ritonavir,0.5,2.4,0.22833919072129022,noise_free_synthetic_assay
Ritonavir,0.5,2.44,0.22278714690296886,noise_free_synthetic_assay
Ritonavir,0.5,2.48,0.21737010045615948,noise_free_synthetic_assay
Ritonavir,0.5,2.52,0.21208476893372888,noise_free_synthetic_assay
Ritonavir,0.5,2.56,0.20692794970090655,noise_free_synthetic_assay
Ritonavir,0.5,2.6,0.20189651799465538,noise_free_synthetic_assay
Ritonavir,0.5,2.64,0.19698742503022837,noise_free_synthetic_assay
Ritonavir,0.5,2.68,0.1921976961537646,noise_free_synthetic_assay
Ritonavir,0.5,2.72,0.1875244290398043,noise_free_synthetic_assay
Ritonavir,0.5,2.7600000000000002,0.18296479193263107,noise_free_synthetic_assay
Ritonavir,0.5,2.8000000000000003,0.17851602193037622,noise_free_synthetic_assay
Ritonavir,0.5,2.84,0.17417542331084432,noise_free_synthetic_assay
Ritonavir,0.5,2.88,0.16994036589804637,noise_free_synthetic_assay
Ritonavir,0.5,2.92,0.16580828346845075,noise_free_synthetic_assay
Ritonavir,0.5,2.96,0.16177667219598574,noise_free_synthetic_assay
Ritonavir,0.5,3.0,0.15784308913485165,noise_free_synthetic_assay
Ritonavir,0.5,3.04,0.15400515073922347,noise_free_synthetic_assay
Ritonavir,0.5,3.08,0.15026053141894646,noise_free_synthetic_assay
Ritonavir,0.5,3.12,0.14660696213035013,noise_free_synthetic_assay
Ritonavir,0.5,3.16,0.1430422290013262,noise_free_synthetic_assay
Ritonavir,0.5,3.2,0.139564171989838,noise_free_synthetic_assay
Ritonavir,0.5,3.24,0.13617068357504755,noise_free_synthetic_assay
Ritonavir,0.5,3.2800000000000002,0.13285970748026826,noise_free_synthetic_assay
Ritonavir,0.5,3.3200000000000003,0.12962923742696855,noise_free_synthetic_assay
Ritonavir,0.5,3.36,0.1264773159190721,noise_free_synthetic_assay
Ritonavir,0.5,3.4,0.12340203305681706,noise_free_synthetic_assay
Ritonavir,0.5,3.44,0.12040152537945709,noise_free_synthetic_assay
Ritonavir,0.5,3.48,0.11747397473610116,noise_free_synthetic_assay
Ritonavir,0.5,3.52,0.11461760718400932,noise_free_synthetic_assay
Ritonavir,0.5,3.56,0.11183069191367576,noise_free_synthetic_assay
Ritonavir,0.5,3.6,0.10911154020004905,noise_free_synthetic_assay
Ritonavir,0.5,3.64,0.1064585043792528,noise_free_synthetic_assay
Ritonavir,0.5,3.68,0.10386997685018741,noise_free_synthetic_assay
Ritonavir,0.5,3.72,0.10134438910040783,noise_free_synthetic_assay
Ritonavir,0.5,3.7600000000000002,0.09888021075568702,noise_free_synthetic_assay
Ritonavir,0.5,3.8000000000000003,0.09647594865268906,noise_free_synthetic_assay
Ritonavir,0.5,3.84,0.0941301459341901,noise_free_synthetic_assay
Ritonavir,0.5,3.88,0.09184138116629922,noise_free_synthetic_assay
Ritonavir,0.5,3.92,0.0896082674771435,noise_free_synthetic_assay
Ritonavir,0.5,3.96,0.08742945171649634,noise_free_synthetic_assay
Ritonavir,0.5,4.0,0.08530361363583897,noise_free_synthetic_assay
Ritonavir,2.0,0.0,1.0,noise_free_synthetic_assay
Ritonavir,2.0,0.04,0.9706712448007874,noise_free_synthetic_assay
Ritonavir,2.0,0.08,0.94220266548311,noise_free_synthetic_assay
Ritonavir,2.0,0.12,0.9145690341591102,noise_free_synthetic_assay
Ritonavir,2.0,0.16,0.8877458628434773,noise_free_synthetic_assay
Ritonavir,2.0,0.2,0.8617093817530271,noise_free_synthetic_assay
Ritonavir,2.0,0.24,0.8364365182427277,noise_free_synthetic_assay
Ritonavir,2.0,0.28,0.8119048763595049,noise_free_synthetic_assay
Ritonavir,2.0,0.32,0.78809271699571,noise_free_synthetic_assay
Ritonavir,2.0,0.36,0.7649789386246605,noise_free_synthetic_assay
Ritonavir,2.0,0.4,0.7425430586011843,noise_free_synthetic_assay
Ritonavir,2.0,0.44,0.7207651950105955,noise_free_synthetic_assay
Ritonavir,2.0,0.48,0.699626049050017,noise_free_synthetic_assay
Ritonavir,2.0,0.52,0.6791068879264367,noise_free_synthetic_assay
Ritonavir,2.0,0.56,0.659189528256343,noise_free_synthetic_assay
Ritonavir,2.0,0.6,0.6398563199522284,noise_free_synthetic_assay
Ritonavir,2.0,0.64,0.6210901305816803,noise_free_synthetic_assay
Ritonavir,2.0,0.68,0.6028743301852032,noise_free_synthetic_assay
Ritonavir,2.0,0.72,0.5851927765393121,noise_free_synthetic_assay
Ritonavir,2.0,0.76,0.568029800851843,noise_free_synthetic_assay
Ritonavir,2.0,0.8,0.5513701938768018,noise_free_synthetic_assay
Ritonavir,2.0,0.84,0.5351991924364466,noise_free_synthetic_assay
Ritonavir,2.0,0.88,0.5195024663386618,noise_free_synthetic_assay
Ritonavir,2.0,0.92,0.5042661056780279,noise_free_synthetic_assay
Ritonavir,2.0,0.96,0.4894766085093368,noise_free_synthetic_assay
Ritonavir,2.0,1.0,0.47512086888262556,noise_free_synthetic_assay
Ritonavir,2.0,1.04,0.46118616522912986,noise_free_synthetic_assay
Ritonavir,2.0,1.08,0.447660149087861,noise_free_synthetic_assay
Ritonavir,2.0,1.12,0.4345308341628201,noise_free_synthetic_assay
Ritonavir,2.0,1.16,0.42178658570114913,noise_free_synthetic_assay
Ritonavir,2.0,1.2,0.4094161101828084,noise_free_synthetic_assay
Ritonavir,2.0,1.24,0.3974084453126429,noise_free_synthetic_assay
Ritonavir,2.0,1.28,0.3857529503059687,noise_free_synthetic_assay
Ritonavir,2.0,1.32,0.37443929645907087,noise_free_synthetic_assay
Ritonavir,2.0,1.36,0.3634574579962574,noise_free_synthetic_assay
Ritonavir,2.0,1.4000000000000001,0.352797703185357,noise_free_synthetic_assay
Ritonavir,2.0,1.44,0.3424505857137892,noise_free_synthetic_assay
Ritonavir,2.0,1.48,0.33240693631756246,noise_free_synthetic_assay
Ritonavir,2.0,1.52,0.3226578546557844,noise_free_synthetic_assay
Ritonavir,2.0,1.56,0.31319470142348177,noise_free_synthetic_assay
Ritonavir,2.0,1.6,0.30400909069574195,noise_free_synthetic_assay
Ritonavir,2.0,1.6400000000000001,0.29509288249639126,noise_free_synthetic_assay
Ritonavir,2.0,1.68,0.28643817558462464,noise_free_synthetic_assay
Ritonavir,2.0,1.72,0.2780373004531941,noise_free_synthetic_assay
Ritonavir,2.0,1.76,0.26988281253195245,noise_free_synthetic_assay
Ritonavir,2.0,1.8,0.2619674855907278,noise_free_synthetic_assay
Ritonavir,2.0,1.84,0.254284305335684,noise_free_synthetic_assay
Ritonavir,2.0,1.8800000000000001,0.24682646319349189,noise_free_synthetic_assay
Ritonavir,2.0,1.92,0.2395873502778025,noise_free_synthetic_assay
Ritonavir,2.0,1.96,0.23256055153267685,noise_free_synthetic_assay
Ritonavir,2.0,2.0,0.22573984004778108,noise_free_synthetic_assay
Ritonavir,2.0,2.04,0.21911917154031027,noise_free_synthetic_assay
Ritonavir,2.0,2.08,0.21269267899875025,noise_free_synthetic_assay
Ritonavir,2.0,2.12,0.20645466748373117,noise_free_synthetic_assay
Ritonavir,2.0,2.16,0.20039960908136595,noise_free_synthetic_assay
Ritonavir,2.0,2.2,0.19452213800460064,noise_free_synthetic_assay
Ritonavir,2.0,2.24,0.18881704583823627,noise_free_synthetic_assay
Ritonavir,2.0,2.2800000000000002,0.1832792769234081,noise_free_synthetic_assay
Ritonavir,2.0,2.32,0.1779039238774328,noise_free_synthetic_assay
Ritonavir,2.0,2.36,0.17268622324505223,noise_free_synthetic_assay
Ritonavir,2.0,2.4,0.16762155127722148,noise_free_synthetic_assay
Ritonavir,2.0,2.44,0.16270541983369957,noise_free_synthetic_assay
Ritonavir,2.0,2.48,0.15793347240581188,noise_free_synthetic_assay
Ritonavir,2.0,2.52,0.1533014802558602,noise_free_synthetic_assay
Ritonavir,2.0,2.56,0.14880533866975915,noise_free_synthetic_assay
Ritonavir,2.0,2.6,0.14444106331957782,noise_free_synthetic_assay
Ritonavir,2.0,2.64,0.140204786732764,noise_free_synthetic_assay
Ritonavir,2.0,2.68,0.1360927548649209,noise_free_synthetic_assay
Ritonavir,2.0,2.72,0.13210132377310121,noise_free_synthetic_assay
Ritonavir,2.0,2.7600000000000002,0.12822695638666798,noise_free_synthetic_assay
Ritonavir,2.0,2.8000000000000003,0.12446621937286326,noise_free_synthetic_assay
Ritonavir,2.0,2.84,0.12081578009430509,noise_free_synthetic_assay
Ritonavir,2.0,2.88,0.1172724036557173,noise_free_synthetic_assay
Ritonavir,2.0,2.92,0.1138329500372755,noise_free_synthetic_assay
Ritonavir,2.0,2.96,0.11049437131202804,noise_free_synthetic_assay
Ritonavir,2.0,3.0,0.10725370894492665,noise_free_synthetic_assay
Ritonavir,2.0,3.04,0.10410809117107328,noise_free_synthetic_assay
Ritonavir,2.0,3.08,0.1010547304508596,noise_free_synthetic_assay
Ritonavir,2.0,3.12,0.09809092099974391,noise_free_synthetic_assay
Ritonavir,2.0,3.16,0.0952140363904771,noise_free_synthetic_assay
Ritonavir,2.0,3.2,0.09242152722565186,noise_free_synthetic_assay
Ritonavir,2.0,3.24,0.08971091887851335,noise_free_synthetic_assay
Ritonavir,2.0,3.2800000000000002,0.087079809300029,noise_free_synthetic_assay
Ritonavir,2.0,3.3200000000000003,0.08452586689027432,noise_free_synthetic_assay
Ritonavir,2.0,3.36,0.08204682843224825,noise_free_synthetic_assay
Ritonavir,2.0,3.4,0.07964049708628704,noise_free_synthetic_assay
Ritonavir,2.0,3.44,0.07730474044329971,noise_free_synthetic_assay
Ritonavir,2.0,3.48,0.07503748863509953,noise_free_synthetic_assay
Ritonavir,2.0,3.52,0.07283673250015699,noise_free_synthetic_assay
Ritonavir,2.0,3.56,0.07070052180314933,noise_free_synthetic_assay
Ritonavir,2.0,3.6,0.06862696350672816,noise_free_synthetic_assay
Ritonavir,2.0,3.64,0.06661422009397402,noise_free_synthetic_assay
Ritonavir,2.0,3.68,0.06466050794005139,noise_free_synthetic_assay
Ritonavir,2.0,3.72,0.06276409573162087,noise_free_synthetic_assay
Ritonavir,2.0,3.7600000000000002,0.060923302932608205,noise_free_synthetic_assay
Ritonavir,2.0,3.8000000000000003,0.05913649829497028,noise_free_synthetic_assay
Ritonavir,2.0,3.84,0.05740209841313844,noise_free_synthetic_assay
Ritonavir,2.0,3.88,0.055718566320858406,noise_free_synthetic_assay
Ritonavir,2.0,3.92,0.05408441012918285,noise_free_synthetic_assay
Ritonavir,2.0,3.96,0.05249818170441022,noise_free_synthetic_assay
Ritonavir,2.0,4.0,0.05095847538479779,noise_free_synthetic_assay
Ritonavir,10.0,0.0,1.0,noise_free_synthetic_assay
Ritonavir,10.0,0.04,0.9689647033598275,noise_free_synthetic_assay
Ritonavir,10.0,0.08,0.9388925963571986,noise_free_synthetic_assay
Ritonavir,10.0,0.12,0.9097537861159913,noise_free_synthetic_assay
Ritonavir,10.0,0.16,0.8815193074943615,noise_free_synthetic_assay
Ritonavir,10.0,0.2,0.8541610942922346,noise_free_synthetic_assay
Ritonavir,10.0,0.24,0.8276519513523808,noise_free_synthetic_assay
Ritonavir,10.0,0.28,0.8019655275273421,noise_free_synthetic_assay
Ritonavir,10.0,0.32,0.7770762894853387,noise_free_synthetic_assay
Ritonavir,10.0,0.36,0.7529594963291167,noise_free_synthetic_assay
Ritonavir,10.0,0.4,0.7295911750025077,noise_free_synthetic_assay
Ritonavir,10.0,0.44,0.7069480964602529,noise_free_synthetic_assay
Ritonavir,10.0,0.48,0.6850077525774038,noise_free_synthetic_assay
Ritonavir,10.0,0.52,0.6637483337753461,noise_free_synthetic_assay
Ritonavir,10.0,0.56,0.6431487073422081,noise_free_synthetic_assay
Ritonavir,10.0,0.6,0.6231883964260992,noise_free_synthetic_assay
Ritonavir,10.0,0.64,0.6038475596803019,noise_free_synthetic_assay
Ritonavir,10.0,0.68,0.5851069715401794,noise_free_synthetic_assay
Ritonavir,10.0,0.72,0.5669480031121971,noise_free_synthetic_assay
Ritonavir,10.0,0.76,0.5493526036560566,noise_free_synthetic_assay
Ritonavir,10.0,0.8,0.5323032826415398,noise_free_synthetic_assay
Ritonavir,10.0,0.84,0.5157830923622221,noise_free_synthetic_assay
Ritonavir,10.0,0.88,0.49977561108877505,noise_free_synthetic_assay
Ritonavir,10.0,0.92,0.4842649267451115,noise_free_synthetic_assay
Ritonavir,10.0,0.96,0.4692356210911456,noise_free_synthetic_assay
Ritonavir,10.0,1.0,0.45467275439644633,noise_free_synthetic_assay
Ritonavir,10.0,1.04,0.44056185058954833,noise_free_synthetic_assay
Ritonavir,10.0,1.08,0.42688888286815835,noise_free_synthetic_assay
Ritonavir,10.0,1.12,0.41364025975595325,noise_free_synthetic_assay
Ritonavir,10.0,1.16,0.4008028115921093,noise_free_synthetic_assay
Ritonavir,10.0,1.2,0.38836377744013306,noise_free_synthetic_assay
Ritonavir,10.0,1.24,0.3763107924029806,noise_free_synthetic_assay
Ritonavir,10.0,1.28,0.36463187533185576,noise_free_synthetic_assay
Ritonavir,10.0,1.32,0.35331541691646917,noise_free_synthetic_assay
Ritonavir,10.0,1.36,0.3423501681449204,noise_free_synthetic_assay
Ritonavir,10.0,1.4000000000000001,0.33172522912172986,noise_free_synthetic_assay
Ritonavir,10.0,1.44,0.32143003823290783,noise_free_synthetic_assay
Ritonavir,10.0,1.48,0.31145436164728757,noise_free_synthetic_assay
Ritonavir,10.0,1.52,0.3017882831436885,noise_free_synthetic_assay
Ritonavir,10.0,1.56,0.29242219425379573,noise_free_synthetic_assay
Ritonavir,10.0,1.6,0.28334678471095903,noise_free_synthetic_assay
Ritonavir,10.0,1.6400000000000001,0.27455303319541535,noise_free_synthetic_assay
Ritonavir,10.0,1.68,0.2660321983667366,noise_free_synthetic_assay
Ritonavir,10.0,1.72,0.25777581017458767,noise_free_synthetic_assay
Ritonavir,10.0,1.76,0.24977566143915855,noise_free_synthetic_assay
Ritonavir,10.0,1.8,0.242023799692899,noise_free_synthetic_assay
Ritonavir,10.0,1.84,0.2345125192754482,noise_free_synthetic_assay
Ritonavir,10.0,1.8800000000000001,0.2272343536739005,noise_free_synthetic_assay
Ritonavir,10.0,1.92,0.22018206810079316,noise_free_synthetic_assay
Ritonavir,10.0,1.96,0.2133486523024384,noise_free_synthetic_assay
Ritonavir,10.0,2.0,0.2067273135904512,noise_free_synthetic_assay
Ritonavir,10.0,2.04,0.20031147008954558,noise_free_synthetic_assay
Ritonavir,10.0,2.08,0.19409474419488754,noise_free_synthetic_assay
Ritonavir,10.0,2.12,0.18807095623250078,noise_free_synthetic_assay
Ritonavir,10.0,2.16,0.18223411831642422,noise_free_synthetic_assay
Ritonavir,10.0,2.2,0.17657842839651375,noise_free_synthetic_assay
Ritonavir,10.0,2.24,0.17109826449097248,noise_free_synthetic_assay
Ritonavir,10.0,2.2800000000000002,0.16578817909787644,noise_free_synthetic_assay
Ritonavir,10.0,2.32,0.16064289378013988,noise_free_synthetic_assay
Ritonavir,10.0,2.36,0.1556572939185375,noise_free_synthetic_assay
Ritonavir,10.0,2.4,0.1508264236275692,noise_free_synthetic_assay
Ritonavir,10.0,2.44,0.14614548082911127,noise_free_synthetic_assay
Ritonavir,10.0,2.48,0.14160981247895915,noise_free_synthetic_assay
Ritonavir,10.0,2.52,0.13721490994151547,noise_free_synthetic_assay
Ritonavir,10.0,2.56,0.13295640450802598,noise_free_synthetic_assay
Ritonavir,10.0,2.6,0.12883006305390865,noise_free_synthetic_assay
Ritonavir,10.0,2.64,0.12483178383085844,noise_free_synthetic_assay
Ritonavir,10.0,2.68,0.12095759238954588,noise_free_synthetic_assay
Ritonavir,10.0,2.72,0.11720363762885527,noise_free_synthetic_assay
Ritonavir,10.0,2.7600000000000002,0.11356618796773643,noise_free_synthetic_assay
Ritonavir,10.0,2.8000000000000003,0.11004162763586417,noise_free_synthetic_assay
Ritonavir,10.0,2.84,0.10662645307941775,noise_free_synthetic_assay
Ritonavir,10.0,2.88,0.1033172694784086,noise_free_synthetic_assay
Ritonavir,10.0,2.92,0.10011078737209357,noise_free_synthetic_assay
Ritonavir,10.0,2.96,0.09700381938911938,noise_free_synthetic_assay
Ritonavir,10.0,3.0,0.09399327707914837,noise_free_synthetic_assay
Ritonavir,10.0,3.04,0.09107616784281508,noise_free_synthetic_assay
Ritonavir,10.0,3.08,0.08824959195696315,noise_free_synthetic_assay
Ritonavir,10.0,3.12,0.08551073969220464,noise_free_synthetic_assay
Ritonavir,10.0,3.16,0.08285688851993651,noise_free_synthetic_assay
Ritonavir,10.0,3.2,0.08028540040603856,noise_free_synthetic_assay
Ritonavir,10.0,3.24,0.07779371918856214,noise_free_synthetic_assay
Ritonavir,10.0,3.2800000000000002,0.07537936803680285,noise_free_synthetic_assay
Ritonavir,10.0,3.3200000000000003,0.07303994698923191,noise_free_synthetic_assay
Ritonavir,10.0,3.36,0.07077313056783868,noise_free_synthetic_assay
Ritonavir,10.0,3.4,0.06857666546651213,noise_free_synthetic_assay
Ritonavir,10.0,3.44,0.06644836831116506,noise_free_synthetic_assay
Ritonavir,10.0,3.48,0.06438612348937263,noise_free_synthetic_assay
Ritonavir,10.0,3.52,0.06238788104736915,noise_free_synthetic_assay
Ritonavir,10.0,3.56,0.06045165465231227,noise_free_synthetic_assay
Ritonavir,10.0,3.6,0.0585755196177885,noise_free_synthetic_assay
Ritonavir,10.0,3.64,0.05675761099059818,noise_free_synthetic_assay
Ritonavir,10.0,3.68,0.05499612169691746,noise_free_synthetic_assay
Ritonavir,10.0,3.72,0.05328930074599461,noise_free_synthetic_assay
Ritonavir,10.0,3.7600000000000002,0.05163545148959529,noise_free_synthetic_assay
Ritonavir,10.0,3.8000000000000003,0.05003292993546647,noise_free_synthetic_assay
Ritonavir,10.0,3.84,0.04848014311314231,noise_free_synthetic_assay
Ritonavir,10.0,3.88,0.04697554749046793,noise_free_synthetic_assay
Ritonavir,10.0,3.92,0.045517647439266756,noise_free_synthetic_assay
Ritonavir,10.0,3.96,0.044104993748626316,noise_free_synthetic_assay
Ritonavir,10.0,4.0,0.042736182184324754,noise_free_synthetic_assay
